Molecule ChEMBL ID,Smiles,Binary,Xch-7d,AXp-6d,n6aRing,AXp-3d,NaasC,ATSC1p,SpDiam_A,EState_VSA2,GATS4d,Xch-6dv,BCUTs-1h,AXp-4d,AXp-0d,BCUTd-1l,AMID_N,ETA_dEpsilon_D,BCUTdv-1h,nHBAcc,NsOH,JGI7,nAromAtom,BalabanJ,AXp-5d,Xch-6d,AATS5p,PEOE_VSA2,BCUTd-1h,SMR_VSA7,NaaCH,MDEC-33,AATS0d,TSRW10,EState_VSA1,pIC50
K089,n1c(cc(nc1)C(=O)O)c1ccc(cc1F)F,0,0.271591518,0.05206611,2,0.187144893,5,0.133654343,4.75523282,16.95130748,0.946646341,0.040722928,8.002959135,0.122376074,0.730226417,0.972892286,0.239146834,0.037130408,7.005150581,3,1,0.013715278,12,1.923479256,0.0770318,0.151374715,1.309733316,0,3.207991643,47.92115803,5,5.562043628,4,49.6505019,17.60374697,7.119
K135,C(=O)(CCn1c(=O)oc2c1cc(c(c2)OCCOC)Cl)O,0,0.554149527,0.048492191,1,0.180812744,2,-1.36962446,4.83242282,12.96557803,1.021495762,0.072640028,7.009379982,0.111263153,0.733591091,0.972632012,0.106389666,0.030488559,6.039310633,6,1,0.01676543,9,1.882400324,0.071640902,0.300789642,1.284915431,9.361636832,3.272897535,27.70596746,2,5.209985032,3.371428571,68.77325706,11.72536811,4.3
K028,C(=O)(CCc1noc2c1cc(c(c2)O[C@H](C)c1ccc(cn1)F)Cl)O,1,0.568661356,0.049163035,2,0.183917226,5,0.004356349,4.829038684,12.84164325,1.065806943,0.084839652,8.001919539,0.113457743,0.718973081,0.972784239,0.163001071,0.024102564,7.004059982,5,1,0.016563209,15,1.489278967,0.074583317,0.343013034,1.441357327,9.778515705,3.245019784,52.69002199,5,9.262546125,3.692307692,73.61257802,17.89049252,8.5
K023,C(=O)(CCc1noc2c1cc(c(c2)O[C@H](C)c1ccccn1)Cl)O,1,0.496141066,0.047769091,2,0.182985723,4,0.009351244,4.826066607,18.94560963,1.144117031,0.088168278,7.008293398,0.114732645,0.712670147,0.972837651,0.169810235,0.023587302,6.033540723,5,1,0.014938527,15,1.499730283,0.075758632,0.361741773,1.44362096,9.778515705,3.244968279,52.93916822,6,8.462202126,3.564102564,72.35274141,5.969305288,8.638
K092,O(CCN1CCOCC1)c1ccc(c2ncnc(c2)C(=O)O)cc1Cl,0,0.323831443,0.052408716,2,0.192541274,5,-1.152058038,4.750468042,5.693927995,0.87773569,0.086366474,7.008293777,0.125972248,0.705922144,0.97294203,0.250903247,0.023003663,6.022239003,6,1,0.011597222,12,1.378677521,0.081966323,0.253436788,1.175180314,4.899909731,3.182601967,41.30934966,5,5.269331926,3.348837209,59.37606837,5.969305288,7.081
K117,n1c(cc(nc1)c1nnnn1C)c1ccc(c(c1)Cl)Cl,0,0.435857945,0.048227946,2,0.185220921,6,-0.233674595,4.780197272,0,0.975409836,0.070722928,3.222608424,0.117168623,0.705625985,0.992525356,0.611591025,0,5.255636126,6,0,0.013457076,17,1.575205473,0.075385543,0.337267227,1.577718669,0,3.207932957,40.63805498,5,5.269331926,4.071428571,67.27461469,0,5.638
K017,C(=O)(CCn1c(=O)sc2c1cc(c(c2)O[C@H](C)c1ccccn1)Cl)O,1,0.613075093,0.046967241,2,0.180030983,3,0.279422563,4.856755334,23.94250701,1.121768279,0.201098616,7.009377668,0.112593589,0.718973081,0.972639694,0.170074702,0.022798535,6.02353902,6,1,0.015973639,15,1.543794753,0.073355043,0.402851715,1.582341149,19.14015254,3.273067298,56.91274,6,8.087385179,3.625,73.97309204,5.969305288,8.699
K055,n1c(cc(nc1)c1[nH]c(=O)on1)c1ccc(c(c1)Cl)Cl,1,0.435857945,0.048794295,2,0.186569387,6,0.017865746,4.76515278,5.824404498,0.908875053,0.061450764,7.008284119,0.116394344,0.705625985,0.977663277,0.407026142,0.029773243,6.044930243,5,0,0.017146312,17,1.550263011,0.076137767,0.337267227,1.579086886,9.507073458,3.181635032,51.18865498,5,6.336587839,4.307692308,67.21752496,5.756062822,7.921
K098,c1c(cc2c(c1)ccn2CCC(=O)O)Cl,0,0.435283936,0.053489922,1,0.182920184,1,0.144598277,4.704662602,6.420821623,0.986448784,0.093441723,7.008291048,0.113468651,0.722433254,0.972901616,0.148899354,0.035912698,6.022001705,2,1,0.021412037,9,1.852274589,0.077886499,0.272165527,1.310940651,4.794537184,3.241126986,35.48494516,5,2.00414513,3.44,60.83127931,5.969305288,6.9
K064,O=S(=O)(Nc1ccc(c2c(cc(cc2)F)N2CCCCC2)nn1)C[C@H]1CCCOC1,1,0.384741238,0.048521851,2,0.182048826,5,-1.336945958,4.849587048,23.30584327,1.158803222,0.178705434,8.001920839,0.118368409,0.699216024,0.97163529,0.279144365,0.018581669,7.004060441,6,0,0.009520609,12,1.270015108,0.077512786,0.35549886,1.28347641,4.722094864,4.038976674,36.14905618,5,3.975572486,3.245614035,65.68322882,10.02329115,7.745
K076,c1cc(cc(c1)c1sc(nc1)NS(=O)(=O)c1ccc(c(c1)OC)OC)[N+](=O)[O-],0,0.412475015,0.048035067,2,0.182820857,7,-0.711958487,4.829770916,21.46394006,1.021325771,0.13089098,8.001939213,0.117827358,0.725399654,0.970640239,0.217339754,0.021592775,7.004123342,8,0,0.016255425,17,1.512054001,0.074830567,0.30274943,1.439294301,14.83641313,4.043824833,58.77573132,8,5.040427309,3.744186047,76.94730796,14.9466022,7.469
K078,O=S(=O)(Nc1ccc(c2c(cc(cc2)F)N2CCCCC2)nn1)CCC,0,0.312572455,0.047969202,2,0.182032373,5,-1.185004238,4.847241887,17.38793723,1.157024793,0.119779869,8.001920111,0.119345497,0.71425782,0.971575045,0.321475795,0.021245421,7.004058465,5,0,0.014105903,12,1.543304999,0.075170947,0.253436788,1.326705337,4.722094864,4.038953792,36.14905618,5,3.711512668,3.204081633,60.88092453,10.02329115,7.432
K050,c1(c(cc2c(c1)oc(=O)n2CCC(=O)O)Cl)CC,1,0.554149527,0.047458545,1,0.177622667,2,-0.352528977,4.825498635,12.96557803,1.052419355,0.072640028,7.009378253,0.110289088,0.738005143,0.972634578,0.123983737,0.033194096,6.039095561,4,1,0.016975309,9,1.974576926,0.070000196,0.300789642,1.269161202,9.361636832,3.272877965,33.26941895,2,5.209985032,3.466666667,65.31791042,11.72536811,8
K131,c1(c(cc2c(c1)oc(=O)n2CCC(=O)O)Cl)C(F)(F)F,0,0.542643595,0.044131697,1,0.170208249,2,-0.344341395,4.91264118,24.06529889,0.864,0.072640028,8.007389986,0.108086233,0.75384929,0.972528107,0.111614662,0.036893424,7.014090707,4,1,0.016559829,9,2.033031793,0.067448968,0.300789642,1.242044713,9.361636832,4.022234146,33.26941895,2,5.209985032,4.185185185,68.19428558,28.48775143,4.8
K012,n1c(cc(nc1)C(=O)O)c1ccc(c(c1)Cl)OC,1,0.251662659,0.050834298,2,0.190203105,5,-0.22915875,4.74331468,5.693927995,1.023453347,0.040722928,7.008292197,0.123989983,0.728941992,0.972879303,0.225999311,0.032121972,6.022139201,4,1,0.018952546,12,1.878883729,0.077258589,0.151374715,1.384132853,0,3.182482043,41.30934966,5,5.269331926,3.666666667,50.85757854,5.969305288,8.921
K043,C(=O)(CCn1c(=O)oc2c1cc(c(c2)O[C@H](C)c1ncccn1)Cl)O,1,0.613075093,0.046967241,2,0.180030983,3,-1.077484945,4.856755334,23.57123148,1.166011015,0.091885037,7.009381924,0.112593589,0.718973081,0.972639694,0.25076975,0.02418315,6.039225854,7,1,0.015973639,15,1.543794753,0.073355043,0.402851715,1.446643395,9.361636832,3.273067298,51.99042617,5,8.087385179,3.692307692,73.97309204,17.8293345,8.301
K007,c1(c(ccc(c1)c1cc(ncn1)C(=O)O)Cl)OC1CC1,1,0.464041608,0.049175292,2,0.184112744,5,-0.029286176,4.774924748,11.79789438,1.151615826,0.104206401,7.008292589,0.114948626,0.705625985,0.972947507,0.203511556,0.028061224,6.022149281,4,1,0.014433638,12,1.551696593,0.075392672,0.30274943,1.542287431,0,3.182972241,41.30934966,5,6.537897587,3.774193548,71.89500823,5.969305288,9.301
K115,n1c(cc(nc1)N)c1ccc(c(c1)Cl)Cl,0,0.306812329,0.053732876,2,0.195643024,5,0.467262236,4.700279656,0,0.990416141,0.040722928,4.005282714,0.122703769,0.722433254,0.992525356,0.385903224,0.067226891,5.04563697,3,0,0.022280093,12,1.874751806,0.080097609,0.151374715,1.511158544,0,3.180566819,40.63805498,5,3.87917614,3.772727273,46.9872468,0,5.77
K080,n1c(cc(nc1)C(=O)O)c1ccccc1,0,0.15515061,0.053904388,2,0.192870554,3,0.14368353,4.663092021,5.693927995,1.057223265,0.048741682,7.008291466,0.126000708,0.711557474,0.973014234,0.271024466,0.034722222,6.02203814,3,1,0.01099537,12,1.853559305,0.083853556,0.185395406,1.328557136,0,3.151162616,48.41945048,7,2.941682753,3.565217391,46.71591688,5.969305288,7.42
K062,O=S(=O)(Nc1ccc(c2c(cc(cc2)F)N2CCCCC2)nn1)C[C@H]1CCCO1,1,0.363603491,0.048013315,2,0.180835412,5,-1.353665525,4.84929585,23.49190361,1.107689347,0.178705434,8.001920673,0.117589632,0.698943929,0.971636563,0.288712855,0.019403394,7.004060223,6,0,0.010359977,12,1.280237776,0.075876167,0.35549886,1.318452813,4.722094864,4.038975809,36.14905618,5,3.975572486,3.314814815,77.63318718,10.02329115,7.854
K126,c1c(cc2c(c1)cnn2[C@H](CC(=O)O)C)Cl,0,0.464353055,0.050238821,1,0.176837184,1,0.162466856,4.754410317,12.46266245,1.153225806,0.074056261,7.008291331,0.11539618,0.731671394,0.972851753,0.267360892,0.034628852,6.02200343,3,1,0.021412037,9,1.948168822,0.072847351,0.259679701,1.319171216,9.476340119,3.250875325,29.41857809,4,3.516759154,3.444444444,62.35158601,5.969305288,5.3
K108,c1c(cc2c(c1)cnn2C[C@@H](C(=O)O)O)Cl,0,0.426455124,0.050284022,1,0.187888096,1,0.61675881,4.724082287,6.544756406,0.920910076,0.077802009,7.008292276,0.11102515,0.731671394,0.972814606,0.267775859,0.070734127,6.022016087,4,2,0.01953125,9,1.907336235,0.075435274,0.272165527,1.324196428,4.681802935,3.241385346,29.41857809,4,3.439154016,3.64,62.30148583,12.07327168,6.2
K087,O=S(=O)(Nc1ccc(c2c(cc(cc2)F)N2CCCCC2)nn1)CCCOC,0,0.312572455,0.049795873,2,0.18535768,5,-1.642132841,4.847427213,17.38793723,1.112719829,0.119779869,8.00192052,0.118392969,0.713747032,0.971560119,0.298825448,0.020296739,7.00405987,6,0,0.01253858,12,1.494594954,0.076771083,0.253436788,1.30705085,4.722094864,4.038955606,36.14905618,5,3.711512668,3.150943396,63.09354571,10.02329115,7.208
K032,C(=O)(CCn1c(=O)oc2c1cc(c(c2)O[C@H](C)c1occn1)Cl)O,1,0.696408426,0.046685869,1,0.178573295,3,-1.252659136,4.851510355,23.57123148,1.140056022,0.090208237,7.009381546,0.111574809,0.71946751,0.972640349,0.176383948,0.026142857,6.039426572,7,1,0.017099231,14,1.554019828,0.071058481,0.384122976,1.426844977,9.361636832,3.273060475,46.05669795,4,8.087385179,3.756756757,74.33796268,17.8293345,8.495
K037,O=S(=O)(Nc1ccc(c2c(ccc(c2)F)N2CCCCC2)nn1)c1ccc(cc1)C,1,0.437572455,0.049023077,3,0.181755297,7,-1.025244848,4.860520512,16.53056709,1.004666083,0.147557647,8.001920867,0.115723257,0.704653914,0.97160465,0.279309216,0.017757296,7.004060023,5,0,0.015625,18,1.299056273,0.074905767,0.336770121,1.35442136,4.722094864,4.043824839,65.97797595,9,4.831757755,3.452830189,65.87055067,10.02329115,8.377
K107,c1c(cc2c(c1)oc(=O)n2CCC(=O)O)C#N,0,0.530668987,0.050760906,1,0.180211986,1,-0.327515712,4.764869295,12.96557803,1.031215162,0.075862956,7.009380053,0.110608712,0.730226417,0.911328425,0.233657793,0.034858388,6.039098232,5,1,0.016059028,9,1.942611767,0.07256948,0.313275469,1.267545041,9.361636832,3.271189523,34.3131527,3,3.417029695,3.76,63.87522635,11.72536811,6.2
K128,n1c(cc(nc1)c1ncon1)c1ccc(c(c1)Cl)Cl,0,0.389442649,0.049568155,2,0.187558691,6,-0.318732546,4.755043421,0,0.965580662,0.052508041,3.556592255,0.118494417,0.696961906,0.992525356,0.428150949,0,6.029672653,5,0,0.013147372,17,1.553197248,0.075706355,0.234708048,1.619349642,0,3.181382675,47.03169447,6,5.269331926,4.24,65.49156778,0,5.296
K057,C(=O)(CCn1c(=O)oc2c1cc(c(c2)OC)Cl)O,1,0.554149527,0.047458545,1,0.177622667,2,-0.793321066,4.825498635,12.96557803,1.050787106,0.072640028,7.009378499,0.110289088,0.738005143,0.972634578,0.123983737,0.035435812,6.039205398,5,1,0.016975309,9,1.974576926,0.070000196,0.300789642,1.287793144,9.361636832,3.272877965,27.70596746,2,5.209985032,3.642857143,65.31791042,11.72536811,7.886
K031,C(=O)(CCn1ncc2cc(c(cc12)Cl)O[C@H](C)c1ccccn1)O,1,0.496141066,0.047769091,2,0.182985723,3,-0.304997881,4.826066607,12.52478801,1.152306519,0.099424281,7.008293307,0.114732645,0.712670147,0.972837651,0.263148466,0.02297619,6.022117622,5,1,0.014938527,15,1.499730283,0.075758632,0.361741773,1.449893031,14.46031864,3.244968279,53.44208379,7,6.238235544,3.5,72.35274141,5.969305288,8.495
K111,n1c(cc(nc1)C(=O)O)c1cccnc1,0,0.15515061,0.053904388,2,0.192870554,3,-0.129505847,4.663092021,5.693927995,1.024803388,0.041511866,7.008291528,0.126000708,0.711557474,0.973014234,0.405003777,0.036388889,6.02203916,4,1,0.01099537,12,1.853559305,0.083853556,0.185395406,1.311209191,4.983978521,3.151162616,42.61403642,6,2.941682753,3.681818182,46.71591688,5.969305288,6.004
K133,C(=O)(CCn1c(=O)oc2c1cc(c(c2)O[C@H](C)c1cc(ccn1)C)Cl)O,0,0.685595383,0.047007815,2,0.179385196,4,-0.814145177,4.860618446,24.65256456,1.109139394,0.094156602,7.009382228,0.111949885,0.724791173,0.97260197,0.1635899,0.022391806,6.03922446,6,1,0.017105222,15,1.545726684,0.07314598,0.384122976,1.390628303,14.34561535,3.273121116,57.29292465,5,9.3135854,3.558139535,75.22275604,11.72536811,4.5
K103,c1nc(cc(n1)NS(=O)(=O)c1ccccc1)c1ccc(c(c1)Cl)Cl,0,0.333435597,0.049803971,3,0.18812811,6,-1.527554627,4.791278638,10.71334625,1.016368702,0.072797943,7.014206484,0.120682194,0.71485374,0.971614038,0.254902842,0.023285714,6.017554201,4,0,0.016059028,18,1.530362903,0.078237485,0.253436788,1.541646657,4.722094864,4.043816436,70.96989032,10,4.444394402,3.914285714,58.65054014,10.02329115,6.569
K018,n1c(cc(nc1)c1n[nH]nn1)c1ccc(c(c1)Cl)Cl,1,0.389442649,0.049568155,2,0.187558691,6,0.429644602,4.755043421,0,0.965580662,0.051903268,3.184151057,0.118494417,0.696961906,0.992525356,0.638309877,0.029924812,5.175728977,5,0,0.013147372,17,1.553197248,0.075706355,0.234708048,1.593400887,0,3.181382675,40.63805498,5,5.269331926,4.24,65.49156778,0,8.699
K136,C(=O)(CCn1c(=O)oc2c1cc(c(c2)O[C@@H](C)c1ccccn1)Cl)O,0,0.613075093,0.046967241,2,0.180030983,3,-0.787263289,4.856755334,24.65256456,1.121768279,0.097485227,7.009381801,0.112593589,0.718973081,0.972639694,0.170074702,0.023567766,6.039223092,6,1,0.015973639,15,1.543794753,0.073355043,0.402851715,1.418945428,14.34561535,3.273067298,57.79584023,6,8.087385179,3.625,73.97309204,11.72536811,4.2
K025,C(=O)(CCn1c(=O)oc2c1cc(c(c2)O[C@H](C)c1ccc(cn1)F)Cl)O,1,0.685595383,0.048278019,2,0.181023564,4,-0.793594776,4.859440582,29.32074332,1.051410658,0.094156602,8.001920628,0.11148009,0.724791173,0.972602006,0.163517209,0.023979107,7.004061261,6,1,0.017496021,15,1.531085301,0.072389628,0.384122976,1.416861857,14.34561535,3.273113636,57.546694,5,8.941850374,3.75,75.21719902,23.64655534,8.602
K035,c1(c(cc2c(c1)oc(=O)n2CCC(=O)O)Cl)O[C@H](c1ncccc1)C,1,0.613075093,0.046967241,2,0.180030983,3,-0.787263289,4.856755334,24.65256456,1.121768279,0.097485227,7.009381801,0.112593589,0.718973081,0.972639694,0.170074702,0.023567766,6.039223092,6,1,0.015973639,15,1.543794753,0.073355043,0.402851715,1.418945428,14.34561535,3.273067298,57.79584023,6,8.087385179,3.625,73.97309204,11.72536811,8.398
K013,c1(c(cc2c(c1)oc(=O)n2CCC(=O)O)Cl)O[C@@H](c1nnccc1)C,1,0.613075093,0.046967241,2,0.180030983,3,-0.752584945,4.856755334,23.57123148,1.111571141,0.091885037,7.009381927,0.112593589,0.718973081,0.972639694,0.250140417,0.02418315,6.039226202,7,1,0.015973639,15,1.543794753,0.073355043,0.402851715,1.431399328,9.361636832,3.273067298,51.72947316,5,8.087385179,3.692307692,73.97309204,17.8293345,8.886
K127,c1c(cc2c(c1)oc(=O)n2CCC(=O)O)C(F)(F)F,0,0.516577155,0.0469495,1,0.17515489,1,-0.444706863,4.851188359,24.06529889,0.879411765,0.075862956,8.007389531,0.108053393,0.747723279,0.972560798,0.117567272,0.037919799,7.014089699,4,1,0.013310185,9,2.003841676,0.068985603,0.313275469,1.152384603,9.361636832,4.022101154,34.3131527,3,3.417029695,4,66.813422,23.46511812,5.3
K009,n1c(cc(nc1)C(=O)O)c1ccc(c(c1)Cl)C,1,0.271591518,0.051757586,2,0.193662669,5,0.182824941,4.730508754,5.693927995,0.813016748,0.040722928,7.008291867,0.119938597,0.730226417,0.972895564,0.239196453,0.032088391,6.022039221,3,1,0.022743056,12,1.889323518,0.07843985,0.151374715,1.348714333,0,3.181172486,46.87280115,5,5.269331926,3.653846154,49.63121178,5.969305288,9.155
K047,O=S(=O)(Nc1ccc(c2c(cccc2F)N2CCCCC2)nn1)c1ccc(cc1)C,1,0.437572455,0.048387319,3,0.179922128,7,-1.025244848,4.885564706,16.53056709,1.056334625,0.147557647,8.001920775,0.11567596,0.704653914,0.971605264,0.279270378,0.017757296,7.004063688,5,0,0.013469828,18,1.310348173,0.074876716,0.336770121,1.351307434,4.722094864,4.043825083,65.97797595,9,5.287085522,3.452830189,65.9115937,10.02329115,8.215
K088,c1c(cc2c(c1C)oc(=O)[nH]2)Cl,0,0.486682154,0.051970499,1,0.17480524,2,-0.111493304,4.732869948,0,1.316255778,0.05873915,7.008282096,0.116223321,0.726264873,0.97766705,0.168290981,0.047557998,6.038703616,2,0,0,9,2.049211684,0.075060223,0.275377538,1.242729802,4.983978521,3.242944032,33.26941895,2,4.941453946,3.888888889,57.23901337,5.756062822,7.201
K073,O=S(=O)(Nc1ccc(c2c(cc(cc2)F)N2CCCCC2)nn1)CC(C)C,0,0.312572455,0.047688449,2,0.179012477,5,-1.168034856,4.848197917,23.30584327,1.139022822,0.119779869,8.001920287,0.120127767,0.720035067,0.971491977,0.30964622,0.020256992,7.004058717,5,0,0.013621795,12,1.535464417,0.074707787,0.253436788,1.292664393,4.722094864,4.038972957,36.14905618,5,3.975572486,3.173076923,62.08593257,10.02329115,7.569
K119,c1c(cc2c(c1)cnn2C[C@@H](C(=O)O)C)Cl,0,0.426455124,0.050284022,1,0.187888096,1,0.162466856,4.724082287,0,0.885304659,0.077802009,7.008291239,0.11102515,0.731671394,0.972814606,0.267775859,0.034628852,6.022014241,3,1,0.01953125,9,1.907336235,0.075435274,0.272165527,1.344753937,9.476340119,3.241385346,29.41857809,4,3.439154016,3.444444444,62.30148583,11.88721133,5.6
K058,c1c(cc2c(c1)oc(=O)n2CCC(=O)O)Cl,1,0.550597846,0.051680372,1,0.178100663,1,-0.282300066,4.74890192,12.96557803,1.074494949,0.075862956,7.009377415,0.110082652,0.731671394,0.972683974,0.139283981,0.038795518,6.039093209,4,1,0.021412037,9,1.94210509,0.074154614,0.313275469,1.320909611,9.361636832,3.27116091,33.77233453,3,3.417029695,3.75,62.64611048,11.72536811,7.886
K054,n1c(cc(nc1)C(=O)O)c1ccc(c(c1)Cl)OC1CCC1,1,0.358700747,0.049400923,2,0.185686652,5,-0.047647062,4.774583152,11.79789438,1.100392297,0.082389595,7.008292796,0.117697977,0.705696499,0.972946352,0.193789912,0.026376005,6.022149654,4,1,0.018287037,12,1.486592552,0.076375811,0.234708048,1.57970968,0,3.182913749,41.30934966,5,6.336587839,3.617647059,55.11109441,5.969305288,7.921
K015,C(=O)(CCc1noc2c1cc(c(c2)O[C@H](C)c1ccc(cn1)C)Cl)O,1,0.568661356,0.049163035,2,0.183917226,5,-0.012927813,4.829038684,18.94560963,0.994375692,0.084839652,7.008293613,0.113457743,0.718973081,0.972784239,0.163001071,0.022388278,6.033541596,5,1,0.016563209,15,1.489278967,0.074583317,0.343013034,1.417047415,9.778515705,3.245019784,52.43625264,5,9.262546125,3.5,73.61257802,5.969305288,8.796
K066,O=S(=O)(Nc1ccc(c2c(c(ccc2)F)N2CCCCC2)nn1)c1ccc(cc1)C,1,0.437572455,0.048762889,3,0.179922128,7,-1.025244848,4.882610727,16.53056709,1.108003166,0.147557647,8.001920776,0.11567596,0.704653914,0.971605267,0.279254236,0.017757296,7.004063748,5,0,0.015066964,18,1.304077174,0.074820593,0.336770121,1.349564357,4.722094864,4.04382508,65.97797595,9,5.09125925,3.452830189,65.9115937,10.02329115,7.699
K016,O=S(=O)(Nc1ccc(nn1)c1c(cccc1)N1CCCC1)c1cccc(c1)N(C)C,1,0.400080409,0.048185138,3,0.179583947,6,-1.587527325,4.841124952,10.71334625,1.041591195,0.128123922,7.014209119,0.11562058,0.704653914,0.971564454,0.345684605,0.016989247,6.017562228,6,0,0.015562012,18,1.281971332,0.074784991,0.333333333,1.395937882,4.722094864,4.043826973,60.66367068,10,3.802707963,3.363636364,78.9781517,10.02329115,8.721
K121,c1c(cc2c(c1)cnn2CCCC(=O)O)Cl,0,0.435283936,0.053942785,1,0.185015236,1,0.162466856,4.70265362,6.420821623,1.059151786,0.077802009,7.008291316,0.117007816,0.72147535,0.972900632,0.268374029,0.034628852,6.022003272,3,1,0.018753543,9,1.772797185,0.078015812,0.272165527,1.293779374,9.476340119,3.241125068,29.41857809,4,1.8256723,3.37037037,62.02102098,5.969305288,5.5
K122,c1c(cc2c(c1)cnn2CCC(=O)O)C,0,0.435283936,0.053489922,1,0.182920184,1,0.076759478,4.704662602,6.420821623,1.054622496,0.077802009,7.008291136,0.113468651,0.722433254,0.972901616,0.285679379,0.034722222,6.022002969,3,1,0.021412037,9,1.852274589,0.077886499,0.272165527,1.192869207,9.476340119,3.241126986,29.95939627,4,2.00414513,3.259259259,60.83127931,5.969305288,5.5
K069,c1c(cc2c(c1)onc2CCC(=O)O)Cl,1,0.435283936,0.053489922,1,0.182920184,2,0.509798441,4.704662602,6.420821623,1.06332306,0.066546006,7.008291201,0.113468651,0.722433254,0.972901616,0.136780026,0.039107143,6.033441842,3,1,0.021412037,9,1.852274589,0.077886499,0.272165527,1.360681349,4.794537184,3.241126986,28.91566251,3,3.87917614,3.652173913,60.83127931,5.969305288,7.602
K096,c1(c(cc2c(c1)oc(=O)n2CCC(=O)O)Cl)C(C)C,0,0.546940832,0.045794366,1,0.174170288,2,-0.377371413,4.855424932,18.88348407,0.977777778,0.072640028,7.009378696,0.109725558,0.744965056,0.972579001,0.117484816,0.030927318,6.039096487,4,1,0.016729798,9,1.995926901,0.068847902,0.300789642,1.273200318,9.361636832,3.273584084,33.26941895,2,7.114874564,3.393939394,66.66317476,11.72536811,7
K033,C(=O)(CCn1c(=O)oc2c1cc(c(c2)O[C@H](C)c1ccc(cn1)C)Cl)O,1,0.685595383,0.048278019,2,0.181023564,4,-0.814145177,4.859440582,24.65256456,0.985090909,0.094156602,7.009382228,0.11148009,0.724791173,0.972602006,0.163517209,0.022391806,6.039224464,6,1,0.017496021,15,1.531085301,0.072389628,0.384122976,1.395925798,14.34561535,3.273113636,57.29292465,5,8.941850374,3.558139535,75.21719902,11.72536811,8.495
K125,C(=O)(CCn1c(=O)oc2c1cc(c(c2)OCc1ccccn1)Cl)O,0,0.626318311,0.048500369,2,0.181801447,3,-0.755328865,4.838817938,25.15548013,1.001549398,0.097485227,7.009381357,0.11387041,0.712670147,0.972679171,0.17739223,0.024865079,6.03921714,6,1,0.012870637,15,1.498840367,0.073966719,0.402851715,1.382890065,14.34561535,3.272966179,57.79584023,6,6.089612551,3.702702703,72.67193155,11.72536811,5.3
K132,c1ccc(cc1[N+](=O)[O-])c1c(sc(n1)NS(=O)(=O)c1ccc(c(c1)OC)OC)CN,0,0.533780216,0.046391249,2,0.179727478,8,-0.056392991,4.85709109,28.00869647,1.152632667,0.168711651,8.001939645,0.114944066,0.729618019,0.970632744,0.262367857,0.056767677,7.004123996,9,0,0.0158553,17,1.597027213,0.073300437,0.343013034,1.490944415,14.83641313,4.043828011,57.45603494,7,7.111173766,3.625,79.70143524,14.9466022,4.77
